,logFC,logCPM,F,PValue,FDR
ENSG00000185201,-0.8942171120997187,7.235753399462651,169.75479558560437,5.263711265666739e-19,9.969469137172805e-18
ENSG00000197766,-1.1374384314244235,9.100007032330721,168.09962556893018,6.528413475153028e-19,1.2122367766607683e-17
ENSG00000132514,-2.0730353741899212,4.455671848870974,158.38143894489835,2.3885079654159284e-18,4.3498404677863154e-17
ENSG00000166920,-1.0314073349853297,8.685749398955904,157.0141406338444,2.8801419831578976e-18,5.146215958585904e-17
ENSG00000146070,-1.3098478773907132,7.526333183591524,156.65329891125393,3.0265846473271396e-18,5.3077327055903726e-17
ENSG00000177575,-0.6286610771123031,8.397648146563801,155.71274394689877,3.4456136483081574e-18,5.932720227177864e-17
ENSG00000162924,-0.7176920159737432,8.692489078441442,151.81192137504559,5.936174109576451e-18,1.0038494431730177e-16
ENSG00000174501,0.9948328514880568,5.764164944727655,149.39247626887072,8.360998697413257e-18,1.3890992572719919e-16
ENSG00000198832,-1.2274716563945587,5.5260861821041924,148.0122495181951,1.0183552761184653e-17,1.6627283560072184e-16
ENSG00000135821,-0.47496640729669454,11.187361951933818,139.74728109661928,3.412756235177895e-17,5.477762974090622e-16
ENSG00000124491,-1.896900768096807,5.430147357972273,135.95422102922575,6.0473683603761e-17,9.544763062126945e-16
ENSG00000028137,-0.8884847818032309,6.6245506857723235,135.52460708494866,6.456768299998186e-17,1.0023868164095545e-15
ENSG00000177954,-0.47530761463807003,12.12112632457757,133.47278142102496,8.846413043495607e-17,1.3512182503532805e-15
ENSG00000140379,-0.8221835515757979,8.790281945666864,133.0281910299166,9.475296067922005e-17,1.4243024406860536e-15
ENSG00000142089,-0.7952526243935785,8.107723758563607,132.85129768817418,9.738210920957155e-17,1.440950897210379e-15
ENSG00000147403,-0.43978985976392804,12.570307932097839,125.80171608950528,2.9608773843836983e-16,4.313770589248249e-15
ENSG00000075884,0.7193101011783155,8.128621027985421,125.70237522838057,3.008556655305957e-16,4.3168229584465775e-15
ENSG00000123342,-0.7434333301381396,9.56948826488577,125.58554276257685,3.065648617130203e-16,4.33308841854075e-15
ENSG00000072694,-1.32564073646889,6.471639209687804,124.96641506499954,3.38745890534136e-16,4.717534681409217e-15
ENSG00000140105,-0.7527781767549007,7.742229710108091,123.75466941785272,4.122396289700043e-16,5.6578395454288995e-15
ENSG00000206199,-0.61449391891083,7.962734958664695,126.55203169949147,4.258586011921732e-16,5.7612585046998285e-15
ENSG00000038945,-0.7654522836898724,10.418891556526491,123.46568398712118,4.320871178305859e-16,5.7631901490924625e-15
ENSG00000134531,-0.9811821183090976,8.588214987042926,123.11646385646948,4.573968468264714e-16,6.01603908256484e-15
ENSG00000151726,-0.5984357050170839,9.821853007794212,122.15819183709537,5.350296694301179e-16,6.940727355483859e-15
ENSG00000167996,-0.5960812836248747,14.03876072944307,121.66036232023572,5.806204219942948e-16,7.364431646751897e-15
ENSG00000160213,-0.4822761387543937,12.190788482549138,121.63295304007328,5.832443226044269e-16,7.364431646751897e-15
ENSG00000008394,0.6860567501309904,8.359523226324502,119.63239430663262,8.120729588122756e-16,1.0117276149125797e-14
ENSG00000087086,-0.4623365864849716,16.636521662544467,119.55478314941946,8.226296340894258e-16,1.0117276149125797e-14
ENSG00000112715,-1.3179203406850324,5.95968798443215,118.93768622159273,9.1178546370807e-16,1.1070010693994132e-14
ENSG00000163131,-0.4767846391423741,10.796618897455689,117.89742446668737,1.085379301115652e-15,1.301081263489269e-14
ENSG00000213853,1.3929943969737597,3.846199752068796,115.5991721552611,1.60107133791055e-15,1.8952681962516136e-14
ENSG00000204472,-0.5498819473869448,9.943241811398558,114.27827466584299,2.0066175859708096e-15,2.3460084616226625e-14
ENSG00000135678,-0.6058967123289186,8.873264388904476,114.04635991010599,2.0881340469268286e-15,2.4115401737069593e-14
ENSG00000203778,0.9999266102112475,2.832571627803863,113.52236350167406,2.285173011669376e-15,2.607299809699878e-14
ENSG00000133063,-1.5084604342978523,8.506372778171498,112.10062336968518,2.9226867424926466e-15,3.2949813632625435e-14
ENSG00000108654,-0.4353231817610999,9.53412554159407,108.51302043076541,5.488958585628422e-15,6.115345624223665e-14
ENSG00000204482,-0.5192454083527281,9.4078018543499,108.07557317316598,5.932934289501767e-15,6.533126479253689e-14
ENSG00000163191,-0.3909732940879378,12.458286245522755,106.12871550001191,8.408158311236532e-15,9.15232864452988e-14
ENSG00000121769,-1.043441390876044,7.387771085845085,105.57588935321955,9.290329054645376e-15,9.997660925851331e-14
ENSG00000130844,-1.0184717068183897,9.53242653241657,105.33423168605435,9.705512421178742e-15,1.0327101418939627e-13
ENSG00000130592,-0.7822665702363788,8.378683620572994,104.41012361248896,1.1478601492646789e-14,1.2078039570596122e-13
ENSG00000026508,-0.4124972203097952,10.42002476832938,104.30028660659772,1.1710567606258365e-14,1.2186711563875465e-13
ENSG00000150938,-1.014335410700843,5.148984066289795,103.35916170630983,1.390824035981974e-14,1.4316416979075318e-13
ENSG00000139289,-0.7542181150192854,7.545903928391497,102.53246629609568,1.6190032649021633e-14,1.6485979482390846e-13
ENSG00000275463,-0.9063386711107975,5.817523628983982,100.70216648190707,2.2727118516846026e-14,2.289636301643956e-13
ENSG00000034510,-0.27956143022164087,13.451908911994371,100.59290130006673,2.319486205191012e-14,2.299698103161179e-13
ENSG00000101439,-0.42461464199291166,11.708225391753604,100.56573964123139,2.3312673485055244e-14,2.299698103161179e-13
ENSG00000189067,-0.5187085942959503,9.580619728201244,99.72078404844596,2.7304233674274942e-14,2.6656813700555024e-13
ENSG00000185477,-0.5340131260616818,8.224886374743601,99.30511975066973,2.952104248856719e-14,2.8526966568033806e-13
ENSG00000102760,-0.5388589402656507,10.226691934039435,99.14263286189873,3.0437483128561374e-14,2.911545103307841e-13
ENSG00000108691,-1.7901643482281278,9.193585336733321,98.87581320856061,3.200671060173175e-14,3.031035493983997e-13
ENSG00000109475,-0.34566173689772,12.107109963122097,97.88067559119092,3.863661694615903e-14,3.622661014654713e-13
ENSG00000106991,-0.4987942451882631,7.558473882567342,97.74611724320432,3.9636424309602796e-14,3.6799699824699853e-13
ENSG00000175315,-1.575076737379099,4.5996097078858655,96.25612778089899,5.267520701503137e-14,4.843050586721817e-13
ENSG00000198417,0.8116587023550783,6.459007136212351,96.17677656480147,5.348324449570522e-14,4.870060820907004e-13
ENSG00000162614,1.0240732471822789,4.230505857133928,94.02208993814975,8.110918363924707e-14,7.294729361145037e-13
ENSG00000069849,-0.5259876188299066,10.290832548674704,93.98784655641242,8.165166972348192e-14,7.294729361145037e-13
ENSG00000164442,-0.5289852357617141,8.453989874124703,93.7191546096172,8.604071072262346e-14,7.615004958348077e-13
ENSG00000119508,-0.8951015771518639,6.787302158339015,92.95776953400377,9.985278444219457e-14,8.75560989507021e-13
ENSG00000112096,-0.6410599998503479,9.714243438580173,92.86022191217317,1.0178121482364436e-13,8.842826645687268e-13
ENSG00000102575,-0.47494043225285104,10.507136677031992,91.9665959708087,1.2134586114181302e-13,1.0446775500117903e-12
ENSG00000128016,-0.5780297044551949,9.809781047854635,91.80635137747144,1.252465889060399e-13,1.0685452224686466e-12
ENSG00000169554,-0.35696787858187135,10.688668192735506,91.37597255490294,1.3637802761808555e-13,1.1531249299493482e-12
ENSG00000146376,-0.39655729479321516,8.792405688172554,91.23086935199753,1.4035763845877265e-13,1.1762715364642274e-12
ENSG00000150347,-0.5652221593768446,8.563819630148048,91.1344501922623,1.4306828590766428e-13,1.1884707610048954e-12
ENSG00000146278,-0.5726789149913651,8.583561400437224,90.8302517244243,1.5198062824221588e-13,1.2515274343076388e-12
ENSG00000143387,-1.530415671003901,7.904376730047256,90.55465054643228,1.6055087740102045e-13,1.3107041456790204e-12
ENSG00000156298,-0.4786693884236643,8.815798466272899,89.58536467546799,2.731320659415059e-13,2.2107356106547525e-12
ENSG00000135929,-0.5255015474833121,9.31245994699282,87.36814572390463,3.0504303144720343e-13,2.448099582885607e-12
ENSG00000011422,-0.5836244792171742,9.626658068987393,87.19774048816053,3.158211862736945e-13,2.5132996924469638e-12
ENSG00000095794,-0.6714088815928329,7.219559600100173,86.29539153372316,3.7983485719423675e-13,2.9975300813578516e-12
ENSG00000106565,-1.0882436854621098,7.040096220798091,84.0004493350589,6.105981741842909e-13,4.778813809524987e-12
ENSG00000136235,-0.5788766801251289,10.432579604265879,83.54844412287063,6.710539153805638e-13,5.208918507093393e-12
ENSG00000105835,-0.6513236348518691,9.644483832772796,83.30768034918273,7.057509727621703e-13,5.433708708990043e-12
ENSG00000167552,0.7595465468686711,8.245654810302012,82.7483823878019,7.937025945045808e-13,6.061583524159984e-12
ENSG00000115594,-1.0344605539697163,5.3456450320937385,82.55444565034013,8.267841909326582e-13,6.263717030505818e-12
ENSG00000169442,-0.4570367076928185,11.512595754668805,82.07669313588187,9.145041297043625e-13,6.873296911349455e-12
ENSG00000111640,0.5264577438706313,10.136222723252658,81.54984076875364,1.0224818237851592e-12,7.624332969484613e-12
ENSG00000136634,-1.2407891865065985,4.844168908842603,80.43172704879933,1.2975908391853648e-12,9.600144724285472e-12
ENSG00000196154,-0.33825820459058714,12.060488795178056,79.47192585087129,1.5945767409186585e-12,1.170592382674395e-11
ENSG00000157557,-0.5539112826178169,8.367091977934292,78.96726639565324,1.778125581393377e-12,1.2952960965996369e-11
ENSG00000122254,-1.5061841677246992,6.526248259963631,76.2807475646667,3.1978832638077002e-12,2.3117522525388488e-11
ENSG00000185650,-0.6273979292072288,8.340659005008744,75.4363477741135,3.85522013651233e-12,2.765828385816043e-11
ENSG00000005448,1.166117528905406,3.087897263708937,75.38217246541305,3.9018965667110786e-12,2.7695707573796966e-11
ENSG00000130203,-0.4378425420244374,12.690400889671176,75.3625715503984,3.918927998826603e-12,2.7695707573796966e-11
ENSG00000109321,-0.8684093803144196,9.088402495556673,75.28009426431196,3.991440096980201e-12,2.7999213124742596e-11
ENSG00000135094,-1.1447530897575326,7.448064356604592,74.94319788089793,4.302347379106189e-12,2.995825711774677e-11
ENSG00000135404,-0.42096839671522984,11.398492191913313,74.73747184104774,4.504422853968806e-12,3.113641199057269e-11
ENSG00000124172,-0.26117686234062965,11.46644566143954,74.69483130071266,4.547520857364862e-12,3.1206538057424086e-11
ENSG00000182010,1.6264141117929196,2.950690313773209,74.9384690466888,4.936106059051083e-12,3.3629441999434356e-11
ENSG00000197746,-0.3459854220210882,12.068691433073715,74.19567965914167,5.0849427457772005e-12,3.4350952464963105e-11
ENSG00000164266,-2.5941200933537374,4.676719303807801,74.77773187142121,5.114555752439068e-12,3.4350952464963105e-11
ENSG00000142227,-0.4297460178146894,10.336909025541496,73.87303308017954,5.46691501120652e-12,3.645893320853926e-11
ENSG00000147454,-0.8052648605494565,6.598890143975754,73.32237030080799,6.188846781832089e-12,4.098488043632859e-11
ENSG00000163221,-1.957614129513627,3.842627374450381,72.35901993776142,7.69841251166073e-12,5.062775450376884e-11
ENSG00000116741,-0.7994970665838432,7.998208270120352,71.92219109364838,8.503911664401488e-12,5.553934031853937e-11
ENSG00000162894,-1.4438712230330955,4.163883427275473,71.80209093012176,8.740306966018015e-12,5.6692265046705896e-11
ENSG00000116824,1.192128390405236,2.9155453346985936,71.64686285358496,9.05595291757064e-12,5.834005042815916e-11
ENSG00000167772,-1.2340936063688346,4.205042086200276,71.24917526664288,9.919575240594268e-12,6.34718767083971e-11
ENSG00000164674,-0.7484088660589236,7.4068248460937545,71.10764197589263,1.0247113878393629e-11,6.512762981770984e-11
ENSG00000173391,-0.4892100651298549,9.985097427216791,70.86205229099009,1.084226570633439e-11,6.845083749265778e-11
ENSG00000172216,-0.4313948781730572,9.9940266568678,70.48213861980838,1.1834297012445606e-11,7.421906801845026e-11
ENSG00000186480,-0.8007665232413145,6.9780164009779915,70.07804558936662,1.2993028103352095e-11,8.094998430180549e-11
ENSG00000107438,0.6944305175129138,8.137537958847517,70.0380714230982,1.3113860282213852e-11,8.116879534154587e-11
ENSG00000155307,-0.6052456135508825,9.375880382918965,69.29145442274908,1.5597415600194753e-11,9.591397774924956e-11
ENSG00000125810,-1.0872038639935044,4.84839592222275,68.5276993482643,1.8645320218751252e-11,1.1391689191714474e-10
ENSG00000099194,-0.6002671604209049,8.472428947474585,67.62645640606696,2.3049193765307487e-11,1.3970846297633718e-10
ENSG00000161835,-0.825538829135986,5.310175617081959,67.60581774485105,2.316180431603478e-11,1.3970846297633718e-10
ENSG00000044574,-0.5154683888756209,8.418800160635165,67.35189501045804,2.459478675194243e-11,1.474130573043638e-10
ENSG00000274113,-1.048563297329655,4.698118853645466,66.68808584537922,2.879069460253968e-11,1.7067491057593367e-10
ENSG00000151632,0.8596941268886852,5.24126841269299,67.18211330759135,2.885974311967235e-11,1.7067491057593367e-10
ENSG00000115457,0.7260185629206479,7.062438507430049,66.65525081759985,2.9016537067291787e-11,1.7067491057593367e-10
ENSG00000196569,-0.6736691690652331,4.8271905025454425,66.99595088687089,3.0150329008657896e-11,1.7624914550122854e-10
ENSG00000119535,-0.5898031833466127,6.078147471080107,66.39910213332436,3.084248330666768e-11,1.7918915148106928e-10
ENSG00000143546,-0.6010299172912844,9.946421768573794,66.26922716143937,3.181330280293648e-11,1.8271666635539946e-10
ENSG00000288299,0.44428137880064517,9.380375133853642,66.26630143156822,3.1835533208702124e-11,1.8271666635539946e-10
ENSG00000170315,0.41536403227392554,9.347816021978323,66.08518405308303,3.3243471292829084e-11,1.8964799586933218e-10
ENSG00000189129,-0.9113116617051416,4.607713742347252,66.7145056482013,3.636996569536345e-11,2.0624166175754004e-10
ENSG00000156508,-0.3330399720331744,11.821229525769018,65.03277096597978,4.280250537285294e-11,2.412736463576889e-10
ENSG00000148926,-0.7033659011203102,6.8527321493537725,64.91746044761904,4.401023967606629e-11,2.4661359155760224e-10
ENSG00000026025,0.2830133490891134,13.155983572228042,64.4219772034999,4.961490298217513e-11,2.7638419484776377e-10
ENSG00000182853,-0.6940336127699867,6.347188330894846,64.25569583133479,5.16571897214034e-11,2.860781208547896e-10
ENSG00000115738,-0.42621871803545897,9.010510993517007,64.0336785356076,5.4520442346463455e-11,3.001794122215168e-10
ENSG00000026751,-1.3692109171804494,4.061616928957811,63.82973184033515,5.72953474773524e-11,3.136340697170678e-10
ENSG00000172965,0.527683917876257,7.897383727036215,63.63311638717893,6.010895591174434e-11,3.270633719716388e-10
ENSG00000248323,-1.0592222833156248,5.45606507972295,63.61065357252848,6.043937708029229e-11,3.270633719716388e-10
ENSG00000143119,-0.3234984835560523,9.053825734936076,63.446053023897676,6.291865049226492e-11,3.385452387282664e-10
ENSG00000167526,-0.32666053949118457,12.236591043581523,62.40900659929007,8.115931204717627e-11,4.3422524581172833e-10
ENSG00000043462,-0.499266448538395,7.650595036195146,61.88304855064277,9.242345521121079e-11,4.917135510394192e-10
ENSG00000233276,-0.31809843037614527,11.402048388355075,61.849382833244306,9.319737434639135e-11,4.930609693074447e-10
ENSG00000059804,-0.5860318740636513,8.791444434202257,61.22563644601864,1.0881519367852211e-10,5.724888245197802e-10
ENSG00000187608,-0.6161433110968444,8.186881757843912,60.987104270753136,1.1548242951255815e-10,6.042091754054838e-10
ENSG00000163563,0.4206144608733832,9.129016094871478,60.74147108111127,1.227909671154801e-10,6.389178343865915e-10
ENSG00000140264,-0.2275507830445233,12.077808102787431,60.45514723135259,1.3191764398921535e-10,6.826557861081254e-10
ENSG00000197958,-0.2804447521681761,11.994484705945382,60.33180604108614,1.3606279611827342e-10,7.002797169782876e-10
ENSG00000071082,-0.27293154449407386,10.78576653297729,60.23199293296408,1.3951576219977867e-10,7.141698746118399e-10
ENSG00000173706,0.6569109734516666,4.727478180521168,60.17202530553475,1.4163377076210024e-10,7.211138758694029e-10
ENSG00000188290,1.3400354308867404,3.4143920278707243,60.131626987482164,1.4307933384462103e-10,7.245782307532413e-10
ENSG00000166501,-0.6558394270815978,7.251770807608115,59.471236530022004,1.690004366529007e-10,8.512947527143455e-10
ENSG00000002933,-0.8841677839024455,6.371958329300508,59.3910509691633,1.7246309861744303e-10,8.641404994217913e-10
ENSG00000122862,-0.35346181160314805,11.283587015713753,59.25024721929599,1.7872212436855486e-10,8.907886935632708e-10
ENSG00000106992,0.6359687323095834,4.336817914017306,58.283247605627224,2.2857109851019951e-10,1.1332818339746543e-09
ENSG00000171791,-0.5976378785112093,6.656763963673719,58.17369969731209,2.350619934292094e-10,1.1593943113409444e-09
ENSG00000130522,-0.35038077898543357,9.018701327447932,56.66093978946818,3.469975319725007e-10,1.7026251957407156e-09
ENSG00000205155,-0.4399707885174267,6.690570545941587,55.961076001788015,4.1624931262980896e-10,2.0318974178372636e-09
ENSG00000250722,-1.3914107738694386,6.1796348972252,55.5936676945987,4.581837628073015e-10,2.225128325018023e-09
ENSG00000100644,-0.4951534167408594,9.220736919744969,55.56765442255727,4.6131374596672336e-10,2.2288985583188115e-09
ENSG00000203747,-0.4722444108633861,8.833989717166498,55.0985879605134,5.217115836560933e-10,2.5079231965600014e-09
ENSG00000182899,-0.3190862199786324,11.01279083492393,54.614623906371854,5.926526518068326e-10,2.834555864954901e-09
ENSG00000113070,-0.5481593451174226,7.733969848429447,53.703489974647084,7.545834074058121e-10,3.5909069689110754e-09
ENSG00000123416,0.7952101042116019,9.470692544006878,53.47586475623676,8.017756038364319e-10,3.7964074841655054e-09
ENSG00000114391,-0.3090965227422729,10.362259306950785,52.882341742166844,9.397413883534623e-10,4.427537784928999e-09
ENSG00000091409,0.6402676064495203,5.160240217577354,52.854495067028886,9.467882978911314e-10,4.4386560302123835e-09
ENSG00000136689,-0.8997520696555548,8.22645378934752,52.53131399191711,1.0326884839557348e-09,4.817517213330448e-09
ENSG00000131981,-0.46787756290817983,11.590009566422168,52.43807517477789,1.0589408677780717e-09,4.915769616597225e-09
ENSG00000128340,0.4332517040095861,7.977496859872699,51.6016301669867,1.3277060585987616e-09,6.133354329234279e-09
ENSG00000282307,-0.8723046092400505,4.902637650574987,51.52802928545486,1.354510293656693e-09,6.218999594140977e-09
ENSG00000204103,-0.4472386168579372,8.641599093622554,51.514819423663184,1.3593800591205726e-09,6.218999594140977e-09
ENSG00000130755,-0.315681364196033,8.986218351084856,51.431690902692516,1.39044358821805e-09,6.33052922135814e-09
ENSG00000022267,0.6519818004742748,7.1878983967549015,50.866708833392465,1.6219876141129641e-09,7.349388854377881e-09
ENSG00000007264,-0.8328728495912716,6.378688749292107,49.874666046605164,2.1299758361049903e-09,9.605176746625838e-09
ENSG00000197943,-0.4231064173892447,6.576561796499222,49.585861807950515,2.306921182526971e-09,1.0353812132004936e-08
ENSG00000168028,0.3612248922928456,10.277844415642868,49.51591984476238,2.352017698825757e-09,1.0506418682962228e-08
ENSG00000118849,-0.6781411197557161,6.082178642250475,49.19191356700261,2.5731406022935306e-09,1.144020727874166e-08
ENSG00000087589,-1.0872815732939256,4.218385832226911,48.762938495846974,2.8994536498529367e-09,1.275608154457397e-08
ENSG00000169439,-0.4376463720895783,9.273700680823028,48.75375702528998,2.9068882268895327e-09,1.275608154457397e-08
ENSG00000197405,-0.48637516588679763,9.041870582126068,48.750515065206926,2.909518071412859e-09,1.275608154457397e-08
ENSG00000185745,-0.7818844083148089,4.48460526234173,48.571440600154574,3.058672519596114e-09,1.334821601869825e-08
ENSG00000028277,-0.719778688668071,5.122585863397658,48.32602069633321,3.2760472326879295e-09,1.4231269400713162e-08
ENSG00000213145,0.3070131832539366,12.605298159695801,48.18797443863235,3.4052831182017183e-09,1.4725128369575467e-08
ENSG00000102755,-0.8426848405341792,6.096477837775461,47.995309203471926,3.5945312058607363e-09,1.5472822963409625e-08
ENSG00000158869,-0.3027401908778614,11.600605833605494,47.93645013150857,3.6544912236456624e-09,1.565974293571241e-08
ENSG00000125735,-1.1991159168903853,4.081121808970418,47.71502544454949,3.8894858265689555e-09,1.6591635485409012e-08
ENSG00000107798,-0.43314434761093173,9.620268777812184,47.160120404972,4.549644505899582e-09,1.9320687655098224e-08
ENSG00000142676,-0.27038902440066764,11.752907567914525,46.651633752725104,5.25646635611018e-09,2.2222650175162235e-08
ENSG00000062716,-0.33285226847303495,9.042701397353731,46.585491551380926,5.356424140518977e-09,2.2544594049206537e-08
ENSG00000229215,-0.2815983516139033,11.01424616917693,46.48034820398202,5.51938968115503e-09,2.3127708088733686e-08
ENSG00000162407,-0.496947173385675,7.501298675428549,46.13379996954682,6.093792346334816e-09,2.53564388591646e-08
ENSG00000109906,-0.730497950395267,7.552234303683172,46.127480170485896,6.104823716884402e-09,2.53564388591646e-08
ENSG00000084207,0.3243088994713503,9.888393948479223,45.87255225871,6.56748126727991e-09,2.715897275158985e-08
ENSG00000233927,-0.25150773517871283,11.967716878266351,45.674964190316096,6.9509486294221144e-09,2.8619775443751057e-08
ENSG00000181649,-0.7680635290706768,5.723093148211815,45.59908688975383,7.1042984816496875e-09,2.912454832087556e-08
ENSG00000176049,-0.7630900740065086,5.007710215128984,45.32931102216224,7.678468947738527e-09,3.134271592029476e-08
ENSG00000169508,-0.6510277416551967,7.994401953499684,44.98266006629438,8.487515385080147e-09,3.449646811017554e-08
ENSG00000181163,0.3162854514016448,9.472064127843147,44.78435325217889,8.989530970667826e-09,3.638070867189073e-08
ENSG00000147872,-0.41432583931505657,9.773916404930025,44.650365111263795,9.346034559144859e-09,3.7662530755362476e-08
ENSG00000164111,-0.27955161374920917,10.370448147662383,44.33239925211507,1.0251827544047418e-08,4.113763001785129e-08
ENSG00000136156,-0.3300481844852003,10.481897983978708,44.013955375126166,1.125033561721073e-08,4.495387269830616e-08
ENSG00000163220,-0.39801377811535654,10.463448976300162,43.96025141839277,1.1428403530988612e-08,4.5473521612799224e-08
ENSG00000154065,-0.8219639690184759,4.543911482459055,43.94377567612282,1.148361532771064e-08,4.5502023913564755e-08
ENSG00000184371,-0.7354618538147607,5.74214034512441,43.869031833097054,1.1737577219129102e-08,4.6314523443813585e-08
ENSG00000115306,0.7690893270578921,5.359737210125424,43.038558103246885,1.498371832069061e-08,5.8877930496655635e-08
ENSG00000101608,-0.28446090638975546,9.849136834770066,42.92712142583712,1.5485223616513623e-08,6.059713539189422e-08
